"","pKey","itemNum","Correct","Task","OptionChosen"
"73",106,14,1,"MPV","Answer2"
"74",106,8,1,"MPV","Answer2"
"75",106,2,1,"MPV","Answer2"
"76",106,12,1,"MPV","Answer2"
"77",106,5,1,"MPV","Answer2"
"78",106,11,1,"MPV","Answer2"
"79",106,3,1,"MPV","Answer2"
"80",106,6,1,"MPV","Answer2"
"81",107,17,0,"MPV","Answer1"
"82",107,4,1,"MPV","Answer2"
"83",107,16,1,"MPV","Answer2"
"84",107,1,1,"MPV","Answer2"
"85",107,10,1,"MPV","Answer2"
"86",107,19,1,"MPV","Answer2"
"87",107,13,1,"MPV","Answer2"
"88",107,20,1,"MPV","Answer2"
"89",107,7,1,"MPV","Answer2"
"90",107,9,1,"MPV","Answer2"
"91",107,15,1,"MPV","Answer2"
"92",107,18,1,"MPV","Answer2"
"93",107,14,1,"MPV","Answer2"
"94",107,8,1,"MPV","Answer2"
"95",107,2,1,"MPV","Answer2"
"96",107,12,0,"MPV","Answer1"
"97",107,5,1,"MPV","Answer2"
"98",107,11,1,"MPV","Answer2"
"99",107,3,1,"MPV","Answer2"
"100",107,6,0,"MPV","Answer3"
"101",108,17,0,"MPV","Answer5"
"102",108,4,1,"MPV","Answer2"
"103",108,16,1,"MPV","Answer2"
"104",108,1,1,"MPV","Answer2"
"105",108,10,1,"MPV","Answer2"
"106",108,19,1,"MPV","Answer2"
"107",108,13,1,"MPV","Answer2"
"108",108,20,1,"MPV","Answer2"
"109",108,7,1,"MPV","Answer2"
"110",108,9,1,"MPV","Answer2"
"111",108,15,1,"MPV","Answer2"
"112",108,18,0,"MPV","Answer5"
"113",108,14,1,"MPV","Answer2"
"114",108,8,1,"MPV","Answer2"
"115",108,2,1,"MPV","Answer2"
"116",108,12,1,"MPV","Answer2"
"117",108,5,0,"MPV","Answer5"
"118",108,11,0,"MPV","Answer4"
"119",108,3,1,"MPV","Answer2"
"120",108,6,0,"MPV","Answer4"
"121",110,17,0,"MPV","Answer1"
"122",110,4,1,"MPV","Answer2"
"123",110,16,1,"MPV","Answer2"
"124",110,1,1,"MPV","Answer2"
"125",110,10,1,"MPV","Answer2"
"126",110,19,1,"MPV","Answer2"
"127",110,13,1,"MPV","Answer2"
"128",110,20,1,"MPV","Answer2"
"129",110,7,1,"MPV","Answer2"
"130",110,9,1,"MPV","Answer2"
"131",110,15,1,"MPV","Answer2"
"132",110,18,1,"MPV","Answer2"
"133",110,14,1,"MPV","Answer2"
"134",110,8,1,"MPV","Answer2"
"135",110,2,1,"MPV","Answer2"
"136",110,12,1,"MPV","Answer2"
"137",110,5,0,"MPV","Answer1"
"138",110,11,1,"MPV","Answer2"
"139",110,3,1,"MPV","Answer2"
"140",110,6,1,"MPV","Answer2"
"141",111,17,1,"MPV","Answer2"
"142",111,4,1,"MPV","Answer2"
"143",111,16,1,"MPV","Answer2"
"144",111,1,1,"MPV","Answer2"
"145",111,10,1,"MPV","Answer2"
"146",111,19,1,"MPV","Answer2"
"147",111,13,1,"MPV","Answer2"
"148",111,20,1,"MPV","Answer2"
"149",111,7,1,"MPV","Answer2"
"150",111,9,1,"MPV","Answer2"
"151",111,15,1,"MPV","Answer2"
"152",111,18,1,"MPV","Answer2"
"153",111,14,1,"MPV","Answer2"
"154",111,8,1,"MPV","Answer2"
"155",111,2,0,"MPV","Answer1"
"156",111,12,1,"MPV","Answer2"
"157",111,5,1,"MPV","Answer2"
"158",111,11,1,"MPV","Answer2"
"159",111,3,1,"MPV","Answer2"
"160",111,6,1,"MPV","Answer2"
"161",112,17,0,"MPV","Answer5"
"162",112,4,1,"MPV","Answer2"
"163",112,16,0,"MPV","Answer4"
"164",112,1,1,"MPV","Answer2"
"165",112,10,1,"MPV","Answer2"
"166",112,19,1,"MPV","Answer2"
"167",112,13,1,"MPV","Answer2"
"168",112,20,0,"MPV","Answer4"
"169",112,7,0,"MPV","Answer1"
"170",112,9,1,"MPV","Answer2"
"171",112,15,0,"MPV","Answer3"
"172",112,18,0,"MPV","Answer1"
"173",112,14,0,"MPV","Answer3"
"174",112,8,0,"MPV","Answer1"
"175",112,2,1,"MPV","Answer2"
"176",112,12,1,"MPV","Answer2"
"177",112,5,1,"MPV","Answer2"
"178",112,11,0,"MPV","Answer5"
"179",112,3,1,"MPV","Answer2"
"180",112,6,1,"MPV","Answer2"
"181",115,17,1,"MPV","Answer2"
"182",115,4,1,"MPV","Answer2"
"183",115,16,0,"MPV","Answer5"
"184",115,1,1,"MPV","Answer2"
"185",115,10,1,"MPV","Answer2"
"186",115,19,1,"MPV","Answer2"
"187",115,13,1,"MPV","Answer2"
"188",115,20,1,"MPV","Answer2"
"189",115,7,1,"MPV","Answer2"
"190",115,9,1,"MPV","Answer2"
"191",115,15,1,"MPV","Answer2"
"192",115,18,1,"MPV","Answer2"
"193",115,14,1,"MPV","Answer2"
"194",115,8,0,"MPV","Answer5"
"195",115,2,1,"MPV","Answer2"
"196",115,12,1,"MPV","Answer2"
"197",115,5,1,"MPV","Answer2"
"198",115,11,1,"MPV","Answer2"
"199",115,3,1,"MPV","Answer2"
"200",115,6,1,"MPV","Answer2"
"201",116,17,0,"MPV","Answer1"
"202",116,4,1,"MPV","Answer2"
"203",116,16,1,"MPV","Answer2"
"204",116,1,1,"MPV","Answer2"
"205",116,10,1,"MPV","Answer2"
"206",116,19,1,"MPV","Answer2"
"207",116,13,1,"MPV","Answer2"
"208",116,20,1,"MPV","Answer2"
"209",116,7,1,"MPV","Answer2"
"210",116,9,1,"MPV","Answer2"
"211",116,15,0,"MPV","Answer3"
"212",116,18,1,"MPV","Answer2"
"213",116,14,1,"MPV","Answer2"
"214",116,8,1,"MPV","Answer2"
"215",116,2,1,"MPV","Answer2"
"216",116,12,1,"MPV","Answer2"
"217",116,5,1,"MPV","Answer2"
"218",116,11,0,"MPV","Answer5"
"219",116,3,1,"MPV","Answer2"
"220",116,6,1,"MPV","Answer2"
"221",118,17,1,"MPV","Answer2"
"222",118,4,1,"MPV","Answer2"
"223",118,16,1,"MPV","Answer2"
"224",118,1,1,"MPV","Answer2"
"225",118,10,1,"MPV","Answer2"
"226",118,19,1,"MPV","Answer2"
"227",118,13,1,"MPV","Answer2"
"228",118,20,1,"MPV","Answer2"
"229",118,7,1,"MPV","Answer2"
"230",118,9,1,"MPV","Answer2"
"231",118,15,1,"MPV","Answer2"
"232",118,18,1,"MPV","Answer2"
"233",118,14,1,"MPV","Answer2"
"234",118,8,1,"MPV","Answer2"
"235",118,2,1,"MPV","Answer2"
"236",118,12,1,"MPV","Answer2"
"237",118,5,1,"MPV","Answer2"
"238",118,11,1,"MPV","Answer2"
"239",118,3,1,"MPV","Answer2"
"240",118,6,1,"MPV","Answer2"
"241",120,17,0,"MPV","Answer1"
"242",120,4,1,"MPV","Answer2"
"243",120,16,1,"MPV","Answer2"
"244",120,1,1,"MPV","Answer2"
"245",120,10,1,"MPV","Answer2"
"246",120,19,1,"MPV","Answer2"
"247",120,13,1,"MPV","Answer2"
"248",120,20,1,"MPV","Answer2"
"249",120,7,1,"MPV","Answer2"
"250",120,9,1,"MPV","Answer2"
"251",120,15,0,"MPV","Answer3"
"252",120,18,1,"MPV","Answer2"
"253",120,14,1,"MPV","Answer2"
"254",120,8,0,"MPV","Answer5"
"255",120,2,1,"MPV","Answer2"
"256",120,12,1,"MPV","Answer2"
"257",120,5,1,"MPV","Answer2"
"258",120,11,1,"MPV","Answer2"
"259",120,3,1,"MPV","Answer2"
"260",120,6,1,"MPV","Answer2"
"261",122,17,1,"MPV","Answer2"
"262",122,4,1,"MPV","Answer2"
"263",122,16,1,"MPV","Answer2"
"264",122,1,1,"MPV","Answer2"
"265",122,10,1,"MPV","Answer2"
"266",122,19,1,"MPV","Answer2"
"267",122,13,1,"MPV","Answer2"
"268",122,20,1,"MPV","Answer2"
"269",122,7,1,"MPV","Answer2"
"270",122,9,1,"MPV","Answer2"
"271",122,15,1,"MPV","Answer2"
"272",122,18,1,"MPV","Answer2"
"273",122,14,1,"MPV","Answer2"
"274",122,8,1,"MPV","Answer2"
"275",122,2,1,"MPV","Answer2"
"276",122,12,1,"MPV","Answer2"
"277",122,5,1,"MPV","Answer2"
"278",122,11,0,"MPV","Answer4"
"279",122,3,1,"MPV","Answer2"
"280",122,6,1,"MPV","Answer2"
"281",123,17,1,"MPV","Answer2"
"282",123,4,1,"MPV","Answer2"
"283",123,16,1,"MPV","Answer2"
"284",123,1,1,"MPV","Answer2"
"285",123,10,1,"MPV","Answer2"
"286",123,19,1,"MPV","Answer2"
"287",123,13,1,"MPV","Answer2"
"288",123,20,1,"MPV","Answer2"
"289",123,7,1,"MPV","Answer2"
"290",123,9,1,"MPV","Answer2"
"291",123,15,1,"MPV","Answer2"
"292",123,18,1,"MPV","Answer2"
"293",123,14,1,"MPV","Answer2"
"294",123,8,1,"MPV","Answer2"
"295",123,2,1,"MPV","Answer2"
"296",123,12,1,"MPV","Answer2"
"297",123,5,1,"MPV","Answer2"
"298",123,11,1,"MPV","Answer2"
"299",123,3,1,"MPV","Answer2"
"300",123,6,1,"MPV","Answer2"
"301",124,17,1,"MPV","Answer2"
"302",124,4,1,"MPV","Answer2"
"303",124,16,1,"MPV","Answer2"
"304",124,1,1,"MPV","Answer2"
"305",124,10,1,"MPV","Answer2"
"306",124,19,0,"MPV","Answer1"
"307",124,13,1,"MPV","Answer2"
"308",124,20,1,"MPV","Answer2"
"309",124,7,1,"MPV","Answer2"
"310",124,9,1,"MPV","Answer2"
"311",124,15,1,"MPV","Answer2"
"312",124,18,1,"MPV","Answer2"
"313",124,14,1,"MPV","Answer2"
"314",124,8,1,"MPV","Answer2"
"315",124,2,1,"MPV","Answer2"
"316",124,12,1,"MPV","Answer2"
"317",124,5,1,"MPV","Answer2"
"318",124,11,1,"MPV","Answer2"
"319",124,3,1,"MPV","Answer2"
"320",124,6,1,"MPV","Answer2"
"321",125,17,1,"MPV","Answer2"
"322",125,4,0,"MPV","Answer3"
"323",125,16,1,"MPV","Answer2"
"324",125,1,1,"MPV","Answer2"
"325",125,10,1,"MPV","Answer2"
"326",125,19,1,"MPV","Answer2"
"327",125,13,1,"MPV","Answer2"
"328",125,20,1,"MPV","Answer2"
"329",125,7,1,"MPV","Answer2"
"330",125,9,1,"MPV","Answer2"
"331",125,15,1,"MPV","Answer2"
"332",125,18,1,"MPV","Answer2"
"333",125,14,1,"MPV","Answer2"
"334",125,8,1,"MPV","Answer2"
"335",125,2,1,"MPV","Answer2"
"336",125,12,1,"MPV","Answer2"
"337",125,5,0,"MPV","Answer5"
"338",125,11,0,"MPV","Answer5"
"339",125,3,1,"MPV","Answer2"
"340",125,6,1,"MPV","Answer2"
"341",127,17,1,"MPV","Answer2"
"342",127,4,1,"MPV","Answer2"
"343",127,16,1,"MPV","Answer2"
"344",127,1,1,"MPV","Answer2"
"345",127,10,1,"MPV","Answer2"
"346",127,19,1,"MPV","Answer2"
"347",127,13,1,"MPV","Answer2"
"348",127,20,1,"MPV","Answer2"
"349",127,7,1,"MPV","Answer2"
"350",127,9,1,"MPV","Answer2"
"351",127,15,1,"MPV","Answer2"
"352",127,18,1,"MPV","Answer2"
"353",127,14,1,"MPV","Answer2"
"354",127,8,0,"MPV","Answer5"
"355",127,2,1,"MPV","Answer2"
"356",127,12,1,"MPV","Answer2"
"357",127,5,1,"MPV","Answer2"
"358",127,11,1,"MPV","Answer2"
"359",127,3,1,"MPV","Answer2"
"360",127,6,1,"MPV","Answer2"
"361",130,17,1,"MPV","Answer2"
"362",130,4,1,"MPV","Answer2"
"363",130,16,1,"MPV","Answer2"
"364",130,1,1,"MPV","Answer2"
"365",130,10,1,"MPV","Answer2"
"366",130,19,1,"MPV","Answer2"
"367",130,13,1,"MPV","Answer2"
"368",130,20,1,"MPV","Answer2"
"369",130,7,1,"MPV","Answer2"
"370",130,9,1,"MPV","Answer2"
"371",130,15,1,"MPV","Answer2"
"372",130,18,1,"MPV","Answer2"
"373",130,14,1,"MPV","Answer2"
"374",130,8,0,"MPV","Answer5"
"375",130,2,1,"MPV","Answer2"
"376",130,12,1,"MPV","Answer2"
"377",130,5,1,"MPV","Answer2"
"378",130,11,1,"MPV","Answer2"
"379",130,3,1,"MPV","Answer2"
"380",130,6,1,"MPV","Answer2"
"381",131,17,0,"MPV","Answer1"
"382",131,4,1,"MPV","Answer2"
"383",131,16,1,"MPV","Answer2"
"384",131,1,1,"MPV","Answer2"
"385",131,10,1,"MPV","Answer2"
"386",131,19,1,"MPV","Answer2"
"387",131,13,1,"MPV","Answer2"
"388",131,20,1,"MPV","Answer2"
"389",131,7,1,"MPV","Answer2"
"390",131,9,1,"MPV","Answer2"
"391",131,15,1,"MPV","Answer2"
"392",131,18,1,"MPV","Answer2"
"393",131,14,1,"MPV","Answer2"
"394",131,8,1,"MPV","Answer2"
"395",131,2,1,"MPV","Answer2"
"396",131,12,1,"MPV","Answer2"
"397",131,5,1,"MPV","Answer2"
"398",131,11,1,"MPV","Answer2"
"399",131,3,1,"MPV","Answer2"
"400",131,6,1,"MPV","Answer2"
"401",132,17,1,"MPV","Answer2"
"402",132,4,1,"MPV","Answer2"
"403",132,16,1,"MPV","Answer2"
"404",132,1,1,"MPV","Answer2"
"405",132,10,1,"MPV","Answer2"
"406",132,19,1,"MPV","Answer2"
"407",132,13,1,"MPV","Answer2"
"408",132,20,1,"MPV","Answer2"
"409",132,7,1,"MPV","Answer2"
"410",132,9,1,"MPV","Answer2"
"411",132,15,1,"MPV","Answer2"
"412",132,18,1,"MPV","Answer2"
"413",132,14,1,"MPV","Answer2"
"414",132,8,1,"MPV","Answer2"
"415",132,2,1,"MPV","Answer2"
"416",132,12,1,"MPV","Answer2"
"417",132,5,1,"MPV","Answer2"
"418",132,11,1,"MPV","Answer2"
"419",132,3,1,"MPV","Answer2"
"420",132,6,1,"MPV","Answer2"
"421",133,17,1,"MPV","Answer2"
"422",133,4,1,"MPV","Answer2"
"423",133,16,1,"MPV","Answer2"
"424",133,1,1,"MPV","Answer2"
"425",133,10,1,"MPV","Answer2"
"426",133,19,1,"MPV","Answer2"
"427",133,13,1,"MPV","Answer2"
"428",133,20,1,"MPV","Answer2"
"429",133,7,1,"MPV","Answer2"
"430",133,9,1,"MPV","Answer2"
"431",133,15,1,"MPV","Answer2"
"432",133,18,1,"MPV","Answer2"
"433",133,14,1,"MPV","Answer2"
"434",133,8,0,"MPV","Answer5"
"435",133,2,1,"MPV","Answer2"
"436",133,12,1,"MPV","Answer2"
"437",133,5,0,"MPV","Answer1"
"438",133,11,1,"MPV","Answer2"
"439",133,3,1,"MPV","Answer2"
"440",133,6,1,"MPV","Answer2"
"441",136,17,1,"MPV","Answer2"
"442",136,4,1,"MPV","Answer2"
"443",136,16,1,"MPV","Answer2"
"444",136,1,1,"MPV","Answer2"
"445",136,10,1,"MPV","Answer2"
"446",136,19,1,"MPV","Answer2"
"447",136,13,1,"MPV","Answer2"
"448",136,20,1,"MPV","Answer2"
"449",136,7,1,"MPV","Answer2"
"450",136,9,1,"MPV","Answer2"
"451",136,15,1,"MPV","Answer2"
"452",136,18,1,"MPV","Answer2"
"453",136,14,1,"MPV","Answer2"
"454",136,8,1,"MPV","Answer2"
"455",136,2,1,"MPV","Answer2"
"456",136,12,1,"MPV","Answer2"
"457",136,5,1,"MPV","Answer2"
"458",136,11,1,"MPV","Answer2"
"459",136,3,1,"MPV","Answer2"
"460",136,6,1,"MPV","Answer2"
"461",139,17,0,"MPV","Answer1"
"462",139,4,1,"MPV","Answer2"
"463",139,16,1,"MPV","Answer2"
"464",139,1,0,"MPV","Answer3"
"465",139,10,1,"MPV","Answer2"
"466",139,19,1,"MPV","Answer2"
"467",139,13,1,"MPV","Answer2"
"468",139,20,1,"MPV","Answer2"
"469",139,7,1,"MPV","Answer2"
"470",139,9,1,"MPV","Answer2"
"471",139,15,1,"MPV","Answer2"
"472",139,18,0,"MPV","Answer5"
"473",139,14,0,"MPV","Answer1"
"474",139,8,1,"MPV","Answer2"
"475",139,2,0,"MPV","Answer4"
"476",139,12,1,"MPV","Answer2"
"477",139,5,0,"MPV","Answer5"
"478",139,11,1,"MPV","Answer2"
"479",139,3,1,"MPV","Answer2"
"480",139,6,1,"MPV","Answer2"
"481",140,17,0,"MPV","Answer5"
"482",140,4,1,"MPV","Answer2"
"483",140,16,1,"MPV","Answer2"
"484",140,1,1,"MPV","Answer2"
"485",140,10,1,"MPV","Answer2"
"486",140,19,1,"MPV","Answer2"
"487",140,13,1,"MPV","Answer2"
"488",140,20,1,"MPV","Answer2"
"489",140,7,1,"MPV","Answer2"
"490",140,9,1,"MPV","Answer2"
"491",140,15,1,"MPV","Answer2"
"492",140,18,1,"MPV","Answer2"
"493",140,14,1,"MPV","Answer2"
"494",140,8,1,"MPV","Answer2"
"495",140,2,1,"MPV","Answer2"
"496",140,12,1,"MPV","Answer2"
"497",140,5,1,"MPV","Answer2"
"498",140,11,1,"MPV","Answer2"
"499",140,3,1,"MPV","Answer2"
"500",140,6,1,"MPV","Answer2"
"501",142,17,1,"MPV","Answer2"
"502",142,4,1,"MPV","Answer2"
"503",142,16,1,"MPV","Answer2"
"504",142,1,1,"MPV","Answer2"
"505",142,10,1,"MPV","Answer2"
"506",142,19,1,"MPV","Answer2"
"507",142,13,1,"MPV","Answer2"
"508",142,20,1,"MPV","Answer2"
"509",142,7,1,"MPV","Answer2"
"510",142,9,1,"MPV","Answer2"
"511",142,15,1,"MPV","Answer2"
"512",142,18,1,"MPV","Answer2"
"513",142,14,1,"MPV","Answer2"
"514",142,8,1,"MPV","Answer2"
"515",142,2,1,"MPV","Answer2"
"516",142,12,1,"MPV","Answer2"
"517",142,5,1,"MPV","Answer2"
"518",142,11,1,"MPV","Answer2"
"519",142,3,1,"MPV","Answer2"
"520",142,6,1,"MPV","Answer2"
"521",143,17,1,"MPV","Answer2"
"522",143,4,1,"MPV","Answer2"
"523",143,16,1,"MPV","Answer2"
"524",143,1,0,"MPV","Answer3"
"525",143,10,1,"MPV","Answer2"
"526",143,19,1,"MPV","Answer2"
"527",143,13,1,"MPV","Answer2"
"528",143,20,1,"MPV","Answer2"
"529",143,7,1,"MPV","Answer2"
"530",143,9,1,"MPV","Answer2"
"531",143,15,1,"MPV","Answer2"
"532",143,18,1,"MPV","Answer2"
"533",143,14,1,"MPV","Answer2"
"534",143,8,0,"MPV","Answer4"
"535",143,2,0,"MPV","Answer4"
"536",143,12,1,"MPV","Answer2"
"537",143,5,1,"MPV","Answer2"
"538",143,11,1,"MPV","Answer2"
"539",143,3,1,"MPV","Answer2"
"540",143,6,1,"MPV","Answer2"
"541",144,17,1,"MPV","Answer2"
"542",144,4,1,"MPV","Answer2"
"543",144,16,1,"MPV","Answer2"
"544",144,1,1,"MPV","Answer2"
"545",144,10,1,"MPV","Answer2"
"546",144,19,1,"MPV","Answer2"
"547",144,13,1,"MPV","Answer2"
"548",144,20,1,"MPV","Answer2"
"549",144,7,1,"MPV","Answer2"
"550",144,9,1,"MPV","Answer2"
"551",144,15,1,"MPV","Answer2"
"552",144,18,1,"MPV","Answer2"
"553",144,14,1,"MPV","Answer2"
"554",144,8,0,"MPV","Answer4"
"555",144,2,1,"MPV","Answer2"
"556",144,12,1,"MPV","Answer2"
"557",144,5,1,"MPV","Answer2"
"558",144,11,1,"MPV","Answer2"
"559",144,3,1,"MPV","Answer2"
"560",144,6,1,"MPV","Answer2"
"561",147,17,0,"MPV","Answer5"
"562",147,4,1,"MPV","Answer2"
"563",147,16,1,"MPV","Answer2"
"564",147,1,0,"MPV","Answer5"
"565",147,10,1,"MPV","Answer2"
"566",147,19,1,"MPV","Answer2"
"567",147,13,1,"MPV","Answer2"
"568",147,20,1,"MPV","Answer2"
"569",147,7,0,"MPV","Answer1"
"570",147,9,1,"MPV","Answer2"
"571",147,15,0,"MPV","Answer5"
"572",147,18,0,"MPV","Answer1"
"573",147,14,1,"MPV","Answer2"
"574",147,8,0,"MPV","Answer4"
"575",147,2,1,"MPV","Answer2"
"576",147,12,1,"MPV","Answer2"
"577",147,5,1,"MPV","Answer2"
"578",147,11,0,"MPV","Answer5"
"579",147,3,1,"MPV","Answer2"
"580",147,6,1,"MPV","Answer2"
"581",149,17,1,"MPV","Answer2"
"582",149,4,1,"MPV","Answer2"
"583",149,16,0,"MPV","Answer5"
"584",149,1,0,"MPV","Answer3"
"585",149,10,1,"MPV","Answer2"
"586",149,19,0,"MPV","Answer1"
"587",149,13,0,"MPV","Answer3"
"588",149,20,1,"MPV","Answer2"
"589",149,7,1,"MPV","Answer2"
"590",149,9,1,"MPV","Answer2"
"591",149,15,0,"MPV","Answer3"
"592",149,18,1,"MPV","Answer2"
"593",149,14,1,"MPV","Answer2"
"594",149,8,1,"MPV","Answer2"
"595",149,2,1,"MPV","Answer2"
"596",149,12,1,"MPV","Answer2"
"597",149,5,1,"MPV","Answer2"
"598",149,11,0,"MPV","Answer1"
"599",149,3,1,"MPV","Answer2"
"600",149,6,1,"MPV","Answer2"
"601",150,17,0,"MPV","Answer5"
"602",150,4,0,"MPV","Answer3"
"603",150,16,1,"MPV","Answer2"
"604",150,1,1,"MPV","Answer2"
"605",150,10,1,"MPV","Answer2"
"606",150,19,1,"MPV","Answer2"
"607",150,13,1,"MPV","Answer2"
"608",150,20,1,"MPV","Answer2"
"609",150,7,1,"MPV","Answer2"
"610",150,9,1,"MPV","Answer2"
"611",150,15,1,"MPV","Answer2"
"612",150,18,1,"MPV","Answer2"
"613",150,14,1,"MPV","Answer2"
"614",150,8,0,"MPV","Answer4"
"615",150,2,1,"MPV","Answer2"
"616",150,12,1,"MPV","Answer2"
"617",150,5,1,"MPV","Answer2"
"618",150,11,0,"MPV","Answer4"
"619",150,3,1,"MPV","Answer2"
"620",150,6,1,"MPV","Answer2"
"621",151,17,0,"MPV","Answer1"
"622",151,4,1,"MPV","Answer2"
"623",151,16,0,"MPV","Answer4"
"624",151,1,0,"MPV","Answer5"
"625",151,10,1,"MPV","Answer2"
"626",151,19,1,"MPV","Answer2"
"627",151,13,1,"MPV","Answer2"
"628",151,20,1,"MPV","Answer2"
"629",151,7,1,"MPV","Answer2"
"630",151,9,1,"MPV","Answer2"
"631",151,15,1,"MPV","Answer2"
"632",151,18,1,"MPV","Answer2"
"633",151,14,1,"MPV","Answer2"
"634",151,8,0,"MPV","Answer5"
"635",151,2,1,"MPV","Answer2"
"636",151,12,1,"MPV","Answer2"
"637",151,5,0,"MPV","Answer5"
"638",151,11,0,"MPV","Answer4"
"639",151,3,1,"MPV","Answer2"
"640",151,6,1,"MPV","Answer2"
"641",152,17,1,"MPV","Answer2"
"642",152,4,1,"MPV","Answer2"
"643",152,16,1,"MPV","Answer2"
"644",152,1,1,"MPV","Answer2"
"645",152,10,1,"MPV","Answer2"
"646",152,19,1,"MPV","Answer2"
"647",152,13,1,"MPV","Answer2"
"648",152,20,1,"MPV","Answer2"
"649",152,7,1,"MPV","Answer2"
"650",152,9,1,"MPV","Answer2"
"651",152,15,1,"MPV","Answer2"
"652",152,18,1,"MPV","Answer2"
"653",152,14,1,"MPV","Answer2"
"654",152,8,1,"MPV","Answer2"
"655",152,2,1,"MPV","Answer2"
"656",152,12,1,"MPV","Answer2"
"657",152,5,1,"MPV","Answer2"
"658",152,11,1,"MPV","Answer2"
"659",152,3,1,"MPV","Answer2"
"660",152,6,1,"MPV","Answer2"
"661",153,17,1,"MPV","Answer2"
"662",153,4,1,"MPV","Answer2"
"663",153,16,1,"MPV","Answer2"
"664",153,1,1,"MPV","Answer2"
"665",153,10,1,"MPV","Answer2"
"666",153,19,0,"MPV","Answer1"
"667",153,13,1,"MPV","Answer2"
"668",153,20,1,"MPV","Answer2"
"669",153,7,1,"MPV","Answer2"
"670",153,9,1,"MPV","Answer2"
"671",153,15,1,"MPV","Answer2"
"672",153,18,1,"MPV","Answer2"
"673",153,14,1,"MPV","Answer2"
"674",153,8,0,"MPV","Answer5"
"675",153,2,1,"MPV","Answer2"
"676",153,12,1,"MPV","Answer2"
"677",153,5,1,"MPV","Answer2"
"678",153,11,1,"MPV","Answer2"
"679",153,3,1,"MPV","Answer2"
"680",153,6,1,"MPV","Answer2"
"681",154,17,0,"MPV","Answer1"
"682",154,4,1,"MPV","Answer2"
"683",154,16,1,"MPV","Answer2"
"684",154,1,1,"MPV","Answer2"
"685",154,10,1,"MPV","Answer2"
"686",154,19,0,"MPV","Answer1"
"687",154,13,1,"MPV","Answer2"
"688",154,20,1,"MPV","Answer2"
"689",154,7,1,"MPV","Answer2"
"690",154,9,1,"MPV","Answer2"
"691",154,15,1,"MPV","Answer2"
"692",154,18,1,"MPV","Answer2"
"693",154,14,1,"MPV","Answer2"
"694",154,8,1,"MPV","Answer2"
"695",154,2,0,"MPV","Answer4"
"696",154,12,1,"MPV","Answer2"
"697",154,5,1,"MPV","Answer2"
